"","Line","Strain","Species","block","trans.ability","median.ct","pre.ct","best.y","l.y","h.y","best.p","l.p","h.p","strain.overall","TCID50","conf.low","conf.high","strain.group","rel.susc","rel.susc.low","rel.susc.high","p.paper","NAME","Sample","Passage","Ct","infected"
"293","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.10","10",13.0235,1
"294","FDI18","SB454","sulstoni","FDI",10,25.3988,27.2867064544524,1,0.07,1,0.68,0.43,0.89,"SB454",177.5,61.1,460.1,"SB454",0.0511527377521614,0.0176080691642651,0.132593659942363,0.643083576292392,"C. sulstoni
 SB454","FDI18.9","9",12.2992,1
"295","FDI23","JU4093","sp.65","FDI",1,32.1163,30.5103484102435,0.29,0.05,1,0.24,0.12,0.42,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.0291828111940911,"C. sp. 65
 JU4093","FDI23.1","1",20.1848,1
"296","FDI23","JU4093","sp.65","FDI",1,32.1163,30.5103484102435,0.29,0.05,1,0.24,0.12,0.42,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.0291828111940911,"C. sp. 65
 JU4093","FDI23.2","2",Inf,0
"297","FDI24","JU4093","sp.65","FDI",2,31.38835,29.7496315047688,1,0.12,1,0.39,0.22,0.6,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.185856204226912,"C. sp. 65
 JU4093","FDI24.1","1",19.2187,1
"298","FDI24","JU4093","sp.65","FDI",2,31.38835,29.7496315047688,1,0.12,1,0.39,0.22,0.6,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.185856204226912,"C. sp. 65
 JU4093","FDI24.2","2",33.5953,1
"299","FDI24","JU4093","sp.65","FDI",2,31.38835,29.7496315047688,1,0.12,1,0.39,0.22,0.6,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.185856204226912,"C. sp. 65
 JU4093","FDI24.3","3",Inf,0
"300","FDI25","JU4093","sp.65","FDI",6,31.454,26.6560494225053,1,0.05,1,1,0.67,1,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.702100147924229,"C. sp. 65
 JU4093","FDI25.1","1",16.2864,1
"301","FDI25","JU4093","sp.65","FDI",6,31.454,26.6560494225053,1,0.05,1,1,0.67,1,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.702100147924229,"C. sp. 65
 JU4093","FDI25.2","2",14.7953,1
"302","FDI25","JU4093","sp.65","FDI",6,31.454,26.6560494225053,1,0.05,1,1,0.67,1,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.702100147924229,"C. sp. 65
 JU4093","FDI25.3","3",16.2004,1
"303","FDI25","JU4093","sp.65","FDI",6,31.454,26.6560494225053,1,0.05,1,1,0.67,1,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.702100147924229,"C. sp. 65
 JU4093","FDI25.4","4",15.567,1
"304","FDI25","JU4093","sp.65","FDI",6,31.454,26.6560494225053,1,0.05,1,1,0.67,1,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.702100147924229,"C. sp. 65
 JU4093","FDI25.5","5",16.1804,1
"305","FDI25","JU4093","sp.65","FDI",6,31.454,26.6560494225053,1,0.05,1,1,0.67,1,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.702100147924229,"C. sp. 65
 JU4093","FDI25.6","6",17.479,1
"306","FDI25","JU4093","sp.65","FDI",6,31.454,26.6560494225053,1,0.05,1,1,0.67,1,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.702100147924229,"C. sp. 65
 JU4093","FDI25.7","7",Inf,0
"307","FDI26","JU4093","sp.65","FDI",3,28.1937,29.496059202944,1,0.11,1,0.44,0.26,0.65,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.218156242194565,"C. sp. 65
 JU4093","FDI26.1","1",16.5806,1
"308","FDI26","JU4093","sp.65","FDI",3,28.1937,29.496059202944,1,0.11,1,0.44,0.26,0.65,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.218156242194565,"C. sp. 65
 JU4093","FDI26.2","2",16.0541,1
"309","FDI26","JU4093","sp.65","FDI",3,28.1937,29.496059202944,1,0.11,1,0.44,0.26,0.65,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.218156242194565,"C. sp. 65
 JU4093","FDI26.3","3",18.9074,1
"310","FDI26","JU4093","sp.65","FDI",3,28.1937,29.496059202944,1,0.11,1,0.44,0.26,0.65,"JU4093",2.3,0.9,5.5,"JU4093",0.000662824207492795,0.000259365994236311,0.0015850144092219,0.218156242194565,"C. sp. 65
 JU4093","FDI26.4","4",Inf,0
"311","FDI27","JU1873","wallacei","FDI",0,32.7459,33.3580200386522,0,0,1,0.03,0.01,0.12,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FDI27.1","1",Inf,0
"312","FDI28","JU1873","wallacei","FDI",1,34.3222,33.3580200386522,0,0,1,0.03,0.01,0.12,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FDI28.1","1",33.1897,1
"313","FDI28","JU1873","wallacei","FDI",1,34.3222,33.3580200386522,0,0,1,0.03,0.01,0.12,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FDI28.2","2",Inf,0
"314","FDI29","JU1873","wallacei","FDI",1,34.26065,32.9015898953674,0,0,0.43,0.12,0.04,0.26,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FDI29.1","1",16.4858,1
"315","FDI29","JU1873","wallacei","FDI",1,34.26065,32.9015898953674,0,0,0.43,0.12,0.04,0.26,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FDI29.2","2",Inf,0
"316","FDI3","ZF1092","sp.25","FDI",0,32.7933,32.0313970956258,0,0,1,0.19,0.04,0.49,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0,"C. sp. 25
 ZF1092","FDI3.1","1",Inf,0
"317","FDI30","JU1873","wallacei","FDI",1,25.005,33.3580200386522,0,0,1,0.03,0.01,0.11,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FDI30.1","1",19.1093,1
"318","FDI30","JU1873","wallacei","FDI",1,25.005,33.3580200386522,0,0,1,0.03,0.01,0.11,"JU1873",17.7,6.1,45.9,"JU1873",0.00510086455331412,0.00175792507204611,0.0132276657060519,0,"C. wallacei
 JU1873","FDI30.2","2",Inf,0
"319","FDI31","VX80","latens","FDI",2,33.1034,30.5494146808936,0,0,1,0.03,0.01,0.12,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0,"C. latens
 VX80","FDI31.1","1",33.0008,1
"320","FDI31","VX80","latens","FDI",2,33.1034,30.5494146808936,0,0,1,0.03,0.01,0.12,"VX80",12.3,5.5,25.1,"VX80",0.00354466858789625,0.0015850144092219,0.00723342939481268,0,"C. latens
 VX80","FDI31.2","2",39.6842,1
"321","FDI4","ZF1092","sp.25","FDI",0,NA,32.9949718425604,1,0,1,0,0,0.16,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0,"C. sp. 25
 ZF1092","FDI4.1","1",Inf,0
"322","FDI5","ZF1092","sp.25","FDI",1,27.0833,32.3356838578157,0,0,0.97,0.13,0.01,0.44,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0,"C. sp. 25
 ZF1092","FDI5.1","1",33.2884,1
"323","FDI5","ZF1092","sp.25","FDI",1,27.0833,32.3356838578157,0,0,0.97,0.13,0.01,0.44,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0,"C. sp. 25
 ZF1092","FDI5.2","2",Inf,0
"324","FDI6","ZF1092","sp.25","FDI",0,NA,32.9949718425604,1,0,1,0,0,0.14,"ZF1092",0.5,0.1,1.9,"ZF1092",0.000144092219020173,2.88184438040346e-05,0.000547550432276657,0,"C. sp. 25
 ZF1092","FDI6.1","1",Inf,0
"325","FDI7","JU1428","tropicalis","FDI",1,31.85905,30.1754321424842,0,0,0.24,0.19,0.09,0.35,"JU1428",66.5,18.1,218.3,"JU1428",0.019164265129683,0.00521613832853026,0.0629106628242075,0,"C. tropicalis
 JU1428","FDI7.1","1",29.4415,1
"326","FDI7","JU1428","tropicalis","FDI",1,31.85905,30.1754321424842,0,0,0.24,0.19,0.09,0.35,"JU1428",66.5,18.1,218.3,"JU1428",0.019164265129683,0.00521613832853026,0.0629106628242075,0,"C. tropicalis
 JU1428","FDI7.2","2",Inf,0
"327","FDI8","JU1428","tropicalis","FDI",0,34.983,30.9868635083238,0,0,1,0.03,0.01,0.12,"JU1428",66.5,18.1,218.3,"JU1428",0.019164265129683,0.00521613832853026,0.0629106628242075,0,"C. tropicalis
 JU1428","FDI8.1","1",Inf,0
"328","FDI9","JU1428","tropicalis","FDI",0,29.3614,30.9868635083238,0,0,1,0.03,0.01,0.12,"JU1428",66.5,18.1,218.3,"JU1428",0.019164265129683,0.00521613832853026,0.0629106628242075,0,"C. tropicalis
 JU1428","FDI9.1","1",Inf,0
