,Well,Sample,SampleType,Ct,WormNumber,Line,Strain,Species,start,passage,days.on.plate,inf
450,B5,FCY17,strip,Inf,1,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
451,B6,FCY17,strip,Inf,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
452,B7,FCY29,strip,Inf,1,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
453,B8,FCY29,strip,26.8695,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,1
454,C3,FCY30,strip,Inf,1,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
455,C4,FCY30,strip,Inf,3,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
456,C5,FCY17,strip,Inf,1,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
457,C6,FCY17,strip,Inf,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
458,C7,FCY29,strip,Inf,1,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
459,C8,FCY29,strip,Inf,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
460,D3,FCY30,strip,Inf,1,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
461,D4,FCY30,strip,25.7052,3,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,1
462,D5,FCY17,strip,Inf,1,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
463,D6,FCY17,strip,34.3823,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,1
464,D7,FCY29,strip,Inf,1,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
465,D8,FCY29,strip,26.1621,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,1
466,E3,FCY30,strip,Inf,2,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
467,E4,FCY30,strip,21.9938,3,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,1
468,E5,FCY17,strip,Inf,2,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
469,E6,FCY17,strip,Inf,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
470,E7,FCY29,strip,Inf,2,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
471,E8,FCY29,strip,Inf,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
472,F3,FCY30,strip,Inf,2,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
473,F4,FCY30,strip,Inf,3,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
474,F5,FCY17,strip,Inf,2,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
475,F6,FCY17,strip,Inf,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
476,F7,FCY29,strip,Inf,2,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
477,F8,FCY29,strip,Inf,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
478,G3,FCY30,strip,Inf,2,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
479,G4,FCY30,strip,Inf,3,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
480,G5,FCY17,strip,35.8091,2,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,1
481,G6,FCY17,strip,34.6163,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,1
482,G7,FCY29,strip,36,2,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,1
483,G8,FCY29,strip,Inf,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
484,H3,FCY30,strip,Inf,3,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
485,H4,FCY30,strip,Inf,3,FCY30,VX80,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
486,H5,FCY17,strip,Inf,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,0
487,H6,FCY17,strip,31.4763,3,FCY17,JU724,latens,5/10/2022 14:00,5/21/2022 5:25,10.64236111,1
488,H7,FCY29,strip,Inf,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
489,H8,FCY29,strip,Inf,3,FCY29,VX80,latens,5/10/2022 14:00,5/23/2022 8:30,12.77083333,0
