"","Sample","Passage","Ct","Line","Strain","Species","start","passage","days.on.plate"
"35","FDI11.1","1",39.2268,"FDI11","JU1857","macrosperma","9/19/2022 12:00","9/22/2022 13:30",3.0625
"36","FDI5.1","1",33.2884,"FDI5","ZF1092","sp.25","9/19/2022 9:00","9/22/2022 13:30",3.1875
"37","FDI12.1","1",32.6927,"FDI12","JU1857","macrosperma","9/19/2022 9:00","9/22/2022 13:30",3.1875
"38","FDI17.1","1",11.9068,"FDI17","SB454","sulstoni","9/19/2022 12:00","9/23/2022 9:00",3.875
"39","FDI30.1","1",19.1093,"FDI30","JU1873","wallacei","9/19/2022 9:00","9/22/2022 13:30",3.1875
"40","FDI1.1","1",Inf,"FDI1","JU1580","elegans","9/20/2022 8:30","9/24/2022 5:00",3.854166667
"41","FDI3.1","1",Inf,"FDI3","ZF1092","sp.25","9/20/2022 8:30","9/25/2022 13:25",5.204861111
"42","FDI23.2","2",Inf,"FDI23","JU4093","sp.65","9/23/2022 9:00","9/27/2022 8:45",3.989583333
"43","FDI12.2","2",Inf,"FDI12","JU1857","macrosperma","9/22/2022 13:30","9/25/2022 13:25",2.996527778
"44","FDI28.2","2",Inf,"FDI28","JU1873","wallacei","9/22/2022 13:30","9/25/2022 13:25",2.996527778
"45","FDI5.2","2",Inf,"FDI5","ZF1092","sp.25","9/22/2022 13:30","9/26/2022 9:30",3.833333333
"46","FDI10.1","1",Inf,"FDI10","JU1428","tropicalis","9/20/2022 8:30","9/25/2022 13:25",5.204861111
"47","FDI25.1","1",16.2864,"FDI25","JU4093","sp.65","9/20/2022 8:30","9/25/2022 13:25",5.204861111
"48","FDI22","0",20.143,"FDI22","JU724","latens","9/14/2022 14:00","9/27/2022 8:45",12.78125
"49","FDI21","0",16.4109,"FDI21","JU724","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"50","FDI20","0",17.5794,"FDI20","JU724","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"51","FDI24.2","2",33.5953,"FDI24","JU4093","sp.65","9/23/2022 9:00","9/27/2022 8:45",3.989583333
"52","FDI16.1","1",12,"FDI16","SB454","sulstoni","9/19/2022 19:45","9/24/2022 5:00",4.385416667
"53","FDI34","0",19.9734,"FDI34","VX80","latens","9/14/2022 14:00","9/25/2022 12:30",10.9375
"54","FDI31","0",25.8479,"FDI31","VX80","latens","9/14/2022 14:00","9/26/2022 8:30",11.77083333
"55","FDI7.2","2",Inf,"FDI7","JU1428","tropicalis","9/23/2022 9:00","9/27/2022 8:45",3.989583333
"56","FDI4.1","1",Inf,"FDI4","ZF1092","sp.25","9/19/2022 19:45","9/24/2022 5:00",4.385416667
"57","FDI15.1","1",12.5535,"FDI15","SB454","sulstoni","9/20/2022 8:30","9/25/2022 13:25",5.204861111
"58","FDI2.1","1",13.9367,"FDI2","JU1580","elegans","9/20/2022 8:30","9/26/2022 9:30",6.041666667
"59","FDI17.2","2",13.57,"FDI17","SB454","sulstoni","9/23/2022 9:00","9/27/2022 8:45",3.989583333
"60","FDI6.1","1",Inf,"FDI6","ZF1092","sp.25","9/20/2022 8:30","9/24/2022 5:00",3.854166667
"61","FDI30.2","2",Inf,"FDI30","JU1873","wallacei","9/22/2022 13:30","9/25/2022 13:25",2.996527778
"62","FDI26.1","1",16.5806,"FDI26","JU4093","sp.65","9/21/2022 12:45","9/26/2022 9:30",4.864583333
"63","FDI1.2","2",Inf,"FDI1","JU1580","elegans","9/24/2022 5:00","9/27/2022 8:45",3.15625
"64","FDI8.1","1",Inf,"FDI8","JU1428","tropicalis","9/20/2022 8:30","9/24/2022 5:00",3.854166667
"65","FDI29.2","2",Inf,"FDI29","JU1873","wallacei","9/22/2022 13:30","9/25/2022 13:25",2.996527778
"66","FDI18.2","2",14.2414,"FDI18","SB454","sulstoni","9/23/2022 9:00","9/26/2022 9:30",3.020833333
"67","FDI16.3","3",11.3243,"FDI16","SB454","sulstoni","9/29/2022 10:00","10/4/2022 10:00",5
"68","FDI15.3","3",12.8251,"FDI15","SB454","sulstoni","9/29/2022 10:00","10/3/2022 8:45",3.947916667
"69","FDI26.2","2",16.0541,"FDI26","JU4093","sp.65","9/26/2022 9:30","10/1/2022 5:45",4.84375
"70","FDI25.2","2",14.7953,"FDI25","JU4093","sp.65","9/25/2022 13:25","9/30/2022 9:00",4.815972222
"71","FDI18.3","3",15.1073,"FDI18","SB454","sulstoni","9/26/2022 9:30","9/29/2022 10:00",3.020833333
"72","FDI18.4","4",11.6695,"FDI18","SB454","sulstoni","9/29/2022 10:00","10/3/2022 8:45",3.947916667
"73","FDI24.3","3",Inf,"FDI24","JU4093","sp.65","9/27/2022 8:45","10/1/2022 5:45",3.875
"74","FDI25.3","3",16.2004,"FDI25","JU4093","sp.65","9/30/2022 9:00","10/4/2022 10:00",4.041666667
"75","FDI16.2","2",17.2827,"FDI16","SB454","sulstoni","9/24/2022 5:00","9/29/2022 10:00",5.208333333
"76","FDI15.2","2",14.2981,"FDI15","SB454","sulstoni","9/25/2022 13:25","9/29/2022 10:00",3.857638889
"77","FDI19","0",16.6036,"FDI19","JU724","latens","9/14/2022 14:00","9/29/2022 10:00",14.83333333
"78","FDI17.3","3",11.6257,"FDI17","SB454","sulstoni","9/27/2022 8:45","10/1/2022 5:45",3.875
"79","FDI24.4","4",39.5763,"FDI24","JU4093","sp.65","10/1/2022 5:45","10/5/2022 11:45",4.25
"80","FDI19.1","1",14.281,"FDI19","JU724","latens","9/29/2022 10:00","10/9/2022 5:15",9.802083333
"81","FDI17.5","5",13.2161,"FDI17","SB454","sulstoni","10/5/2022 11:45","10/9/2022 5:15",3.729166667
"82","FDI1.4","4",39.6178,"FDI1","JU1580","elegans","10/1/2022 5:45","10/4/2022 10:00",3.177083333
"83","FDI15.4","4",14,"FDI15","SB454","sulstoni","10/3/2022 8:45","10/7/2022 15:15",4.270833333
"84","FDI2.2","2",13.1068,"FDI2","JU1580","elegans","9/26/2022 9:30","10/1/2022 5:45",4.84375
"85","FDI31.1","1",33.0008,"FDI31","VX80","latens","9/26/2022 8:30","10/6/2022 14:30",10.25
"86","FDI21.1","1",14.3315,"FDI21","JU724","latens","9/25/2022 12:30","10/6/2022 14:30",11.08333333
"87","FDI18.5","5",12.1149,"FDI18","SB454","sulstoni","10/3/2022 8:45","10/7/2022 15:15",4.270833333
"88","FDI17.4","4",12.2353,"FDI17","SB454","sulstoni","10/1/2022 5:45","10/5/2022 11:45",4.25
"89","FDI2.3","3",13.1115,"FDI2","JU1580","elegans","10/1/2022 5:45","10/6/2022 14:30",5.364583333
"90","FDI26.3","3",18.9074,"FDI26","JU4093","sp.65","10/1/2022 5:45","10/6/2022 14:30",5.364583333
"91","FDI25.4","4",15.567,"FDI25","JU4093","sp.65","10/4/2022 10:00","10/9/2022 5:15",4.802083333
"92","FDI1.5","5",Inf,"FDI1","JU1580","elegans","10/4/2022 10:00","10/7/2022 15:15",3.21875
"93","FDI1.3","3",39.5967,"FDI1","JU1580","elegans","9/27/2022 8:45","10/1/2022 5:45",3.875
"94","FDI22.1","1",14.9622,"FDI22","JU724","latens","9/27/2022 8:45","10/9/2022 5:15",11.85416667
"95","FDI20.1","1",13.8786,"FDI20","JU724","latens","9/26/2022 8:30","10/7/2022 15:15",11.28125
"96","FDI1.7","7",Inf,"FDI1","JU1580","elegans","10/11/2022 10:50","10/15/2022 5:20",3.770833333
"97","FDI2.4","4",13.7669,"FDI2","JU1580","elegans","10/6/2022 14:30","10/14/2022 9:30",7.791666667
"98","FDI25.5","5",16.1804,"FDI25","JU4093","sp.65","10/9/2022 5:15","10/13/2022 14:30",4.385416667
"99","FDI26.4","4",Inf,"FDI26","JU4093","sp.65","10/6/2022 14:30","10/13/2022 14:30",7
"100","FDI17.6","6",13.3039,"FDI17","SB454","sulstoni","10/9/2022 5:15","10/13/2022 14:30",4.385416667
"101","FDI15.6","6",14.747,"FDI15","SB454","sulstoni","10/11/2022 10:50","10/16/2022 16:30",5.236111111
"102","FDI34.1","1",25.0283,"FDI34","VX80","latens","9/25/2022 12:30","10/14/2022 9:30",18.875
"103","FDI16.4","4",15.7509,"FDI16","SB454","sulstoni","10/4/2022 10:00","10/11/2022 10:50",7.034722222
"104","FDI15.5","5",14,"FDI15","SB454","sulstoni","10/7/2022 15:15","10/11/2022 10:50",3.815972222
"105","FDI1.6","6",Inf,"FDI1","JU1580","elegans","10/7/2022 15:15","10/11/2022 10:50",3.815972222
"106","FDI18.7","7",13.3458,"FDI18","SB454","sulstoni","10/11/2022 10:50","10/16/2022 16:30",5.236111111
"107","FDI18.6","6",12.9354,"FDI18","SB454","sulstoni","10/7/2022 15:15","10/11/2022 10:50",3.815972222
"108","FDI15.7","7",13,"FDI15","SB454","sulstoni","10/16/2022 16:30","10/21/2022 8:30",4.666666667
"109","FDI1.9","9",Inf,"FDI1","JU1580","elegans","10/18/2022 10:45","10/21/2022 8:30",2.90625
"110","FDI18.8","8",12.2873,"FDI18","SB454","sulstoni","10/16/2022 16:30","10/21/2022 8:30",4.666666667
"111","FDI31.2","2",39.6842,"FDI31","VX80","latens","10/6/2022 14:30","10/21/2022 8:30",14.75
"112","FDI20.2","2",17.4674,"FDI20","JU724","latens","10/7/2022 15:15","10/21/2022 8:30",13.71875
"113","FDI21.2","2",14.2471,"FDI21","JU724","latens","10/6/2022 14:30","10/20/2022 14:00",13.97916667
"114","FDI16.5","5",14.5046,"FDI16","SB454","sulstoni","10/11/2022 10:50","10/20/2022 14:00",9.131944444
"115","FDI2.5","5",12.8891,"FDI2","JU1580","elegans","10/14/2022 9:30","10/20/2022 14:00",6.1875
"116","FDI22.2","2",15.6696,"FDI22","JU724","latens","10/9/2022 5:15","10/20/2022 14:00",11.36458333
"117","FDI19.2","2",16.5751,"FDI19","JU724","latens","10/9/2022 5:15","10/20/2022 14:00",11.36458333
"118","FDI1.8","8",Inf,"FDI1","JU1580","elegans","10/15/2022 5:20","10/18/2022 10:45",3.225694444
"119","FDI25.6","6",17.479,"FDI25","JU4093","sp.65","10/13/2022 14:30","10/18/2022 10:45",4.84375
"120","FDI17.7","7",12.6362,"FDI17","SB454","sulstoni","10/13/2022 14:30","10/18/2022 10:45",4.84375
"121","FDI15.9","9",13.9587,"FDI15","SB454","sulstoni","10/25/2022 14:10","10/30/2022 6:00",4.659722222
"122","FDI2.6","6",13.4805,"FDI2","JU1580","elegans","10/20/2022 14:00","10/30/2022 6:00",9.666666667
"123","FDI18.10","10",13.0235,"FDI18","SB454","sulstoni","10/25/2022 14:10","10/30/2022 6:00",4.659722222
"124","FDI17.9","9",12.7556,"FDI17","SB454","sulstoni","10/24/2022 0:05","10/30/2022 6:00",6.246527778
